regime,group,inflow_per_period,run_id,mean_log_return,std_log_return,t_stat_mean_return,p_value_one_sided_positive,lag1_autocorr,variance_ratio_lag5,final_price,positive_return_pct,zero_trade_periods,avg_volume,avg_cash,cash_gini_end,share_gini_end,avg_cash_constrained_ratio,avg_share_constrained_ratio
tight,baseline,0.0,16,-0.00906603217457278,0.013803914609828742,-14.6858806371568,1.0,0.9381302639659139,4.5584366236666245,1.07482095981737,0.22,0.0,3553.8253088511724,200.0000000000003,0.41952184645657226,0.39735215853120054,0.4030501790276268,0.11574656635598089
tight,baseline,0.0,17,-0.009159477480094639,0.013499095371661083,-15.172286527337755,1.0,0.9245744227679978,4.5005532775139,1.0257575840138666,0.212,0.0,3571.736590857986,200.00000000000028,0.39913288875879405,0.3960922198612708,0.40249575364215684,0.11316333635634981
tight,baseline,0.0,18,-0.009158019836933026,0.013559225148849675,-15.102599647009384,1.0,0.9325172816738446,4.516251478022946,1.026505450775385,0.212,0.0,3574.015136786315,200.0000000000004,0.393588854505003,0.38125144251956145,0.40328521128108274,0.11346106423187419
tight,baseline,0.0,19,-0.009076840522002957,0.013715418435649652,-14.79825972743785,1.0,0.926888498009199,4.521797385518163,1.069028107526334,0.214,0.0,3536.477085517662,200.0000000000003,0.4117877181875974,0.3924664577961522,0.40848668886380773,0.11466174402662042
tight,baseline,0.0,20,-0.009139983127731552,0.013954838730668653,-14.645546237587808,1.0,0.9183507853939241,4.483161554313602,1.0358047099120742,0.196,0.0,3568.400665077283,200.00000000000023,0.40515036070902727,0.4063861352092489,0.40597332576476924,0.11664521654684648
tight,baseline,0.0,21,-0.009155815934672504,0.013591279056007481,-15.063355505421848,1.0,0.9339177260432747,4.55101122045445,1.0276372330869574,0.198,0.0,3586.5991475821165,200.0000000000002,0.4008569583143734,0.410620200821493,0.40399554166575474,0.11208200960867445
tight,baseline,0.0,22,-0.00918950987898141,0.013692992131654964,-15.006485486693098,1.0,0.9232761803937185,4.457714413854876,1.0104696739715906,0.18,0.0,3557.817282252999,200.00000000000026,0.41652489424739464,0.39081227667284246,0.40648733095571254,0.11291826396004963
tight,baseline,0.0,23,-0.009248066395210369,0.01386217352993804,-14.917794150723095,1.0,0.930190427536683,4.51641818801122,0.981313781623718,0.188,0.0,3556.6275263070065,200.00000000000014,0.40266983369596765,0.3951833861989357,0.40260647180592,0.11983706629156626
tight,baseline,0.0,24,-0.009053647441755986,0.013517238206467346,-14.976854602146023,1.0,0.9309373538840625,4.521362925259129,1.081497294846484,0.218,0.0,3514.648009276423,200.00000000000023,0.4182422319796326,0.39525842236758957,0.4086115676903544,0.11602225983081212
tight,baseline,0.0,25,-0.009133616450423956,0.013848959167708869,-14.747236248034293,1.0,0.9207297854331524,4.468115297130166,1.039107280894934,0.208,0.0,3535.7142427727767,200.00000000000014,0.41765555239602953,0.4144847197702836,0.4059865505639336,0.11869170707487613
tight,baseline,0.0,26,-0.009184550474904688,0.013352735034743168,-15.380578698841742,1.0,0.9235935035767882,4.560337483328606,1.0129784469009921,0.194,0.0,3552.3186618339196,200.0000000000002,0.393604522326905,0.3938181941531946,0.4133111746643403,0.1137609504810586
tight,baseline,0.0,27,-0.009034599187172134,0.013778164600827012,-14.662314261196045,1.0,0.9344446822084489,4.530661143074006,1.091846819611309,0.234,0.0,3525.456126995897,200.0000000000001,0.42583616129387236,0.38547782257703217,0.4086911317760424,0.11722342743798887
tight,baseline,0.0,28,-0.009153240399695013,0.013469159650568736,-15.195653091283365,1.0,0.9306039945074082,4.56519670291662,1.0289614433604215,0.188,0.0,3560.145597685963,200.00000000000028,0.4288956108655726,0.40382380691612285,0.40414319461191633,0.11534095966063707
tight,baseline,0.0,29,-0.00910791542528194,0.013752195468269062,-14.809212151790849,1.0,0.9276562028604943,4.503177125046336,1.0525465076057932,0.212,0.0,3564.6210802119267,200.0000000000001,0.4120190726019455,0.3890737623867252,0.40457216915387595,0.1179671805700416
tight,baseline,0.0,30,-0.009172633547689478,0.013592493248513872,-15.089676169286493,1.0,0.9267667149665807,4.5281758605574804,1.0190322599135548,0.202,0.0,3549.684552114712,200.0000000000001,0.41380620228434417,0.38053837827992526,0.41061186456424786,0.1139685756622247
tight,baseline,0.0,31,-0.009247833190157812,0.013854488030169462,-14.925693113120886,1.0,0.9187073722884953,4.450750273213502,0.9814282119610322,0.2,0.0,3597.115444087492,200.00000000000034,0.4168637681339449,0.3971991340085219,0.39913518625879457,0.11807449352777565
tight,baseline,0.0,32,-0.009116241175489308,0.013730487173685541,-14.846184778311155,1.0,0.9209445611320616,4.457721732162561,1.048173995379418,0.212,0.0,3558.4034002998783,200.0000000000003,0.4087575896083334,0.3713180008621855,0.4081469293851827,0.11511151445338096
